transaction_id,timestamp,amount_sar,payment_method,item_category,staff_id
BKRY-20250401-0028,2025-04-01 09:57:49,19.29,credit,pastries,STF02
BKRY-20250401-0029,2025-04-01 10:12:30,35.77,cash,pastries,STF03
BKRY-20250401-0030,2025-04-01 10:21:23,29.25,mada,bread,STF02
BKRY-20250401-0031,2025-04-01 10:22:20,40.02,mada,beverages,STF01
BKRY-20250401-0032,2025-04-01 10:24:15,12.35,mada,savory,STF02
BKRY-20250401-0033,2025-04-01 10:32:43,39.59,cash,sweets,STF01
BKRY-20250401-0034,2025-04-01 10:37:11,27.19,mada,bread,STF02
BKRY-20250401-0035,2025-04-01 10:41:50,24.34,cash,pastries,STF03
BKRY-20250401-0036,2025-04-01 11:27:10,28.84,mada,pastries,STF03
BKRY-20250401-0037,2025-04-01 11:32:27,28.24,mada,savory,STF03
BKRY-20250401-0038,2025-04-01 11:38:07,25.89,credit,bread,STF02
BKRY-20250401-0039,2025-04-01 12:36:02,33.28,cash,pastries,STF01
BKRY-20250401-0040,2025-04-01 12:52:55,30.13,mada,pastries,STF03
BKRY-20250401-0041,2025-04-01 13:16:22,52.53,cash,pastries,STF02
BKRY-20250401-0042,2025-04-01 13:18:24,31.16,cash,savory,STF01
BKRY-20250401-0043,2025-04-01 13:19:41,35.28,credit,bread,STF02
BKRY-20250401-0044,2025-04-01 13:43:57,31.11,cash,pastries,STF01
BKRY-20250401-0045,2025-04-01 13:45:52,29.75,cash,pastries,STF02
BKRY-20250401-0046,2025-04-01 14:12:27,31.7,mada,pastries,STF03
BKRY-20250401-0047,2025-04-01 14:43:10,36.93,mada,pastries,STF02
BKRY-20250401-0048,2025-04-01 14:45:55,27.91,mada,bread,STF03
BKRY-20250401-0049,2025-04-01 14:57:24,39.82,mada,beverages,STF02
BKRY-20250401-0050,2025-04-01 16:03:45,33.54,credit,sweets,STF02
BKRY-20250401-0051,2025-04-01 16:14:06,32.61,mada,pastries,STF01
BKRY-20250401-0052,2025-04-01 16:18:39,30.67,mada,beverages,STF03
BKRY-20250401-0053,2025-04-01 17:10:22,24.86,credit,sweets,STF03
BKRY-20250401-0054,2025-04-01 18:03:29,26.49,mada,bread,STF02
BKRY-20250401-0055,2025-04-01 18:13:14,33.83,mada,beverages,STF01
BKRY-20250401-0056,2025-04-01 18:19:57,30.83,mada,pastries,STF03
BKRY-20250401-0057,2025-04-01 18:28:03,26.0,mada,bread,STF01
BKRY-20250401-0058,2025-04-01 18:28:06,20.86,cash,bread,STF03
BKRY-20250401-0059,2025-04-01 19:00:36,26.27,cash,bread,STF01
BKRY-20250401-0060,2025-04-01 19:03:39,29.12,mada,beverages,STF01
BKRY-20250401-0061,2025-04-01 19:56:59,29.28,cash,bread,STF03
BKRY-20250401-0062,2025-04-01 20:02:57,20.69,mada,bread,STF03
BKRY-20250401-0063,2025-04-01 20:05:02,47.46,cash,pastries,STF03
BKRY-20250401-0064,2025-04-01 21:49:07,20.56,credit,pastries,STF02
BKRY-20250402-0065,2025-04-02 05:01:57,37.65,mada,pastries,STF02
BKRY-20250402-0066,2025-04-02 05:07:46,40.29,mada,pastries,STF02
BKRY-20250402-0067,2025-04-02 05:14:50,18.05,cash,sweets,STF01
BKRY-20250402-0068,2025-04-02 05:56:50,23.43,credit,beverages,STF01
BKRY-20250402-0069,2025-04-02 06:09:27,31.43,cash,pastries,STF03
BKRY-20250402-0070,2025-04-02 06:22:14,32.59,credit,pastries,STF01
BKRY-20250402-0071,2025-04-02 06:39:33,36.89,mada,bread,STF01
BKRY-20250402-0072,2025-04-02 06:54:00,41.99,mada,pastries,STF01
BKRY-20250402-0073,2025-04-02 07:05:38,26.42,mada,pastries,STF02
BKRY-20250402-0074,2025-04-02 07:05:49,28.81,credit,bread,STF02
BKRY-20250402-0075,2025-04-02 07:06:14,78.0,mada,pastries,STF03
BKRY-20250402-0076,2025-04-02 07:08:33,23.21,mada,pastries,STF02
BKRY-20250402-0077,2025-04-02 07:10:41,37.06,credit,bread,STF03
BKRY-20250402-0078,2025-04-02 07:15:25,20.12,mada,pastries,STF02
BKRY-20250402-0079,2025-04-02 07:22:40,51.51,credit,beverages,STF01
BKRY-20250402-0080,2025-04-02 07:42:11,30.9,credit,beverages,STF01
BKRY-20250402-0081,2025-04-02 07:55:15,16.64,cash,beverages,STF01
BKRY-20250402-0082,2025-04-02 08:14:06,21.78,cash,savory,STF01
BKRY-20250402-0083,2025-04-02 08:30:24,37.78,mada,savory,STF03
BKRY-20250402-0084,2025-04-02 08:54:31,31.17,cash,savory,STF01
BKRY-20250402-0085,2025-04-02 09:01:30,27.48,mada,bread,STF01
BKRY-20250402-0086,2025-04-02 09:13:25,37.59,mada,sweets,STF03
BKRY-20250402-0087,2025-04-02 09:15:45,18.01,mada,bread,STF01
BKRY-20250402-0088,2025-04-02 09:19:45,39.24,cash,bread,STF03
BKRY-20250402-0089,2025-04-02 09:22:48,22.43,mada,savory,STF01
BKRY-20250402-0090,2025-04-02 09:30:49,32.98,cash,beverages,STF03
BKRY-20250402-0091,2025-04-02 10:17:45,20.14,credit,pastries,STF01
BKRY-20250402-0092,2025-04-02 10:17:52,39.43,credit,sweets,STF02
BKRY-20250402-0093,2025-04-02 11:14:06,26.07,mada,beverages,STF03
BKRY-20250402-0094,2025-04-02 11:18:21,22.32,mada,bread,STF02
BKRY-20250402-0095,2025-04-02 11:28:24,22.62,cash,pastries,STF03
BKRY-20250402-0096,2025-04-02 11:34:17,25.38,cash,bread,STF01
BKRY-20250402-0097,2025-04-02 11:43:06,25.39,credit,sweets,STF01
BKRY-20250402-0098,2025-04-02 11:48:37,46.52,credit,sweets,STF02
BKRY-20250402-0099,2025-04-02 12:03:08,33.98,credit,savory,STF03
BKRY-20250402-0100,2025-04-02 12:18:04,28.51,cash,savory,STF02
BKRY-20250402-0101,2025-04-02 12:43:03,40.26,cash,pastries,STF03
BKRY-20250402-0102,2025-04-02 12:49:21,24.15,mada,beverages,STF02
BKRY-20250402-0103,2025-04-02 12:54:50,43.43,mada,pastries,STF02
BKRY-20250402-0104,2025-04-02 13:07:48,15.15,cash,bread,STF02
BKRY-20250402-0105,2025-04-02 13:12:32,30.29,mada,bread,STF03
BKRY-20250402-0106,2025-04-02 13:28:24,32.48,mada,sweets,STF01
BKRY-20250402-0107,2025-04-02 13:34:13,28.67,mada,bread,STF02
BKRY-20250402-0108,2025-04-02 13:38:21,31.75,mada,pastries,STF01
BKRY-20250402-0109,2025-04-02 13:47:03,35.53,mada,beverages,STF02
BKRY-20250402-0110,2025-04-02 13:57:49,24.02,mada,pastries,STF03
BKRY-20250402-0111,2025-04-02 14:00:37,20.31,cash,bread,STF01
BKRY-20250402-0112,2025-04-02 14:02:30,45.29,mada,sweets,STF03
BKRY-20250402-0113,2025-04-02 14:21:37,23.48,mada,beverages,STF01
BKRY-20250402-0114,2025-04-02 14:35:02,26.51,cash,beverages,STF01
BKRY-20250402-0115,2025-04-02 14:49:43,28.27,mada,beverages,STF03
BKRY-20250402-0116,2025-04-02 15:16:19,18.5,mada,beverages,STF02
BKRY-20250402-0117,2025-04-02 15:26:59,42.29,credit,bread,STF01
BKRY-20250402-0118,2025-04-02 15:28:17,33.45,mada,savory,STF01
BKRY-20250402-0119,2025-04-02 16:34:16,34.54,mada,pastries,STF02
BKRY-20250402-0120,2025-04-02 16:35:02,15.86,cash,beverages,STF02
BKRY-20250402-0121,2025-04-02 16:39:17,40.06,mada,bread,STF02
BKRY-20250402-0122,2025-04-02 16:44:07,16.78,mada,pastries,STF01
BKRY-20250402-0123,2025-04-02 16:46:38,26.49,mada,beverages,STF03
BKRY-20250402-0124,2025-04-02 16:51:14,28.98,cash,beverages,STF01
BKRY-20250402-0125,2025-04-02 17:07:13,21.41,mada,sweets,STF02
BKRY-20250402-0126,2025-04-02 17:11:34,29.47,credit,bread,STF03
BKRY-20250402-0127,2025-04-02 17:22:28,31.97,mada,pastries,STF01
BKRY-20250402-0128,2025-04-02 17:23:22,58.16,cash,pastries,STF02
BKRY-20250402-0129,2025-04-02 17:28:02,27.51,cash,bread,STF01
BKRY-20250402-0130,2025-04-02 17:29:58,44.05,credit,sweets,STF01
BKRY-20250402-0131,2025-04-02 17:31:13,52.77,mada,beverages,STF02
BKRY-20250402-0132,2025-04-02 17:48:21,35.13,cash,beverages,STF03
BKRY-20250402-0133,2025-04-02 18:24:09,28.17,credit,savory,STF03
BKRY-20250402-0134,2025-04-02 18:25:00,31.43,cash,pastries,STF03
BKRY-20250402-0135,2025-04-02 18:27:30,20.18,mada,pastries,STF02
BKRY-20250402-0136,2025-04-02 19:54:41,35.81,mada,pastries,STF01
BKRY-20250402-0137,2025-04-02 20:31:32,39.8,mada,bread,STF03
BKRY-20250402-0138,2025-04-02 20:50:17,25.4,mada,pastries,STF01
BKRY-20250403-0139,2025-04-03 05:09:29,36.51,cash,bread,STF01
BKRY-20250403-0140,2025-04-03 05:14:09,37.97,mada,pastries,STF03
BKRY-20250403-0141,2025-04-03 05:14:53,25.39,mada,beverages,STF03
BKRY-20250403-0142,2025-04-03 05:27:14,21.22,cash,pastries,STF02
BKRY-20250403-0143,2025-04-03 05:28:36,42.31,mada,beverages,STF01
BKRY-20250403-0144,2025-04-03 06:04:54,15.73,mada,bread,STF01
BKRY-20250403-0145,2025-04-03 06:06:35,20.76,cash,bread,STF02
BKRY-20250403-0146,2025-04-03 06:17:23,20.32,cash,pastries,STF02
BKRY-20250403-0147,2025-04-03 06:18:27,19.83,cash,pastries,STF03
BKRY-20250403-0148,2025-04-03 06:26:39,26.01,credit,pastries,STF02
BKRY-20250403-0149,2025-04-03 06:34:21,27.14,credit,pastries,STF01
BKRY-20250403-0150,2025-04-03 06:54:05,36.98,credit,pastries,STF03
BKRY-20250403-0151,2025-04-03 07:19:34,34.59,mada,bread,STF01
BKRY-20250403-0152,2025-04-03 07:19:44,36.63,cash,beverages,STF03
BKRY-20250403-0153,2025-04-03 07:23:23,28.81,mada,beverages,STF02
BKRY-20250403-0154,2025-04-03 07:25:30,31.55,mada,savory,STF01
BKRY-20250403-0155,2025-04-03 07:26:32,18.85,cash,sweets,STF03
BKRY-20250403-0156,2025-04-03 07:26:41,20.52,cash,bread,STF02
BKRY-20250403-0157,2025-04-03 07:30:46,32.62,mada,beverages,STF03
BKRY-20250403-0158,2025-04-03 07:36:05,27.05,cash,bread,STF01
BKRY-20250403-0159,2025-04-03 07:39:28,22.09,credit,beverages,STF03
BKRY-20250403-0160,2025-04-03 07:49:40,43.2,mada,pastries,STF02
BKRY-20250403-0161,2025-04-03 07:56:04,20.25,cash,savory,STF01
BKRY-20250403-0162,2025-04-03 07:57:49,38.76,mada,beverages,STF03
BKRY-20250403-0163,2025-04-03 08:12:31,27.99,mada,sweets,STF03
BKRY-20250403-0164,2025-04-03 08:17:08,21.81,credit,pastries,STF03
BKRY-20250403-0165,2025-04-03 08:19:48,18.31,mada,pastries,STF01
BKRY-20250403-0166,2025-04-03 08:25:45,27.57,mada,beverages,STF01
BKRY-20250403-0167,2025-04-03 08:30:34,28.3,mada,bread,STF03
BKRY-20250403-0168,2025-04-03 08:49:28,24.78,cash,beverages,STF02
BKRY-20250403-0169,2025-04-03 08:57:11,45.3,cash,bread,STF01
BKRY-20250403-0170,2025-04-03 09:07:59,30.53,mada,beverages,STF03
BKRY-20250403-0171,2025-04-03 09:25:45,29.77,cash,pastries,STF03
BKRY-20250403-0172,2025-04-03 09:25:59,46.3,mada,savory,STF03
BKRY-20250403-0173,2025-04-03 09:34:47,58.78,cash,pastries,STF03
BKRY-20250403-0174,2025-04-03 09:36:54,28.28,mada,bread,STF01
BKRY-20250403-0175,2025-04-03 10:02:39,38.22,mada,bread,STF03
BKRY-20250403-0176,2025-04-03 10:14:04,25.88,credit,bread,STF03
BKRY-20250403-0177,2025-04-03 10:15:28,46.11,credit,savory,STF01
BKRY-20250403-0178,2025-04-03 10:20:50,21.83,credit,sweets,STF01
BKRY-20250403-0179,2025-04-03 10:26:22,38.95,cash,pastries,STF03
BKRY-20250403-0180,2025-04-03 10:34:49,20.6,mada,bread,STF02
BKRY-20250403-0181,2025-04-03 10:46:45,21.64,mada,pastries,STF01
BKRY-20250403-0182,2025-04-03 10:47:48,36.48,mada,pastries,STF03
BKRY-20250403-0183,2025-04-03 11:03:22,22.53,credit,pastries,STF02
BKRY-20250403-0184,2025-04-03 11:15:32,23.53,cash,beverages,STF01
BKRY-20250403-0185,2025-04-03 11:22:12,17.48,mada,sweets,STF01
BKRY-20250403-0186,2025-04-03 11:30:58,36.18,mada,pastries,STF02
BKRY-20250403-0187,2025-04-03 12:11:47,36.97,mada,beverages,STF03
BKRY-20250403-0188,2025-04-03 12:16:48,18.95,mada,pastries,STF03
BKRY-20250403-0189,2025-04-03 12:40:21,31.18,mada,bread,STF01
BKRY-20250403-0190,2025-04-03 12:53:29,31.55,mada,pastries,STF03
BKRY-20250403-0191,2025-04-03 13:06:49,32.87,cash,beverages,STF02
BKRY-20250403-0192,2025-04-03 13:31:00,36.66,mada,pastries,STF01
BKRY-20250403-0193,2025-04-03 13:54:35,27.71,mada,bread,STF01
BKRY-20250403-0194,2025-04-03 13:57:13,23.16,mada,bread,STF01
BKRY-20250403-0195,2025-04-03 14:10:57,23.54,mada,bread,STF02
BKRY-20250403-0196,2025-04-03 15:17:42,21.66,credit,bread,STF01
BKRY-20250403-0197,2025-04-03 15:19:32,27.32,mada,beverages,STF03
BKRY-20250403-0198,2025-04-03 15:43:50,18.88,mada,pastries,STF03
BKRY-20250403-0199,2025-04-03 15:44:32,26.47,mada,pastries,STF01
BKRY-20250403-0200,2025-04-03 16:39:58,15.49,mada,bread,STF01
BKRY-20250403-0201,2025-04-03 16:51:38,34.61,credit,sweets,STF02
BKRY-20250403-0202,2025-04-03 16:56:01,25.96,mada,sweets,STF03
BKRY-20250403-0203,2025-04-03 17:45:05,37.76,credit,bread,STF01
BKRY-20250403-0204,2025-04-03 18:04:06,11.99,mada,bread,STF02
BKRY-20250403-0205,2025-04-03 18:10:03,33.52,cash,pastries,STF02
BKRY-20250403-0206,2025-04-03 18:29:17,24.07,mada,pastries,STF01
BKRY-20250403-0207,2025-04-03 18:34:23,39.07,mada,bread,STF02
BKRY-20250403-0208,2025-04-03 18:38:30,23.6,mada,pastries,STF02
BKRY-20250403-0209,2025-04-03 18:47:37,30.76,mada,beverages,STF03
BKRY-20250403-0210,2025-04-03 19:58:42,21.21,mada,bread,STF03
BKRY-20250403-0211,2025-04-03 20:40:59,52.39,mada,beverages,STF02
BKRY-20250403-0212,2025-04-03 20:52:56,24.94,mada,pastries,STF02
BKRY-20250403-0213,2025-04-03 20:55:49,17.73,cash,bread,STF02
BKRY-20250404-0214,2025-04-04 05:16:05,30.62,mada,bread,STF03
BKRY-20250404-0215,2025-04-04 05:43:31,26.48,cash,bread,STF02
BKRY-20250404-0216,2025-04-04 06:18:31,17.79,cash,beverages,STF03
BKRY-20250404-0217,2025-04-04 06:19:39,47.1,mada,bread,STF03
BKRY-20250404-0218,2025-04-04 06:22:52,33.06,cash,bread,STF03
BKRY-20250404-0219,2025-04-04 06:24:01,27.62,mada,beverages,STF02
BKRY-20250404-0220,2025-04-04 06:30:25,21.24,mada,bread,STF02
BKRY-20250404-0221,2025-04-04 06:32:35,22.35,mada,beverages,STF03
BKRY-20250404-0222,2025-04-04 06:35:09,27.2,cash,beverages,STF02
BKRY-20250404-0223,2025-04-04 06:35:29,32.27,mada,pastries,STF02
BKRY-20250404-0224,2025-04-04 06:36:18,20.71,mada,beverages,STF02
BKRY-20250404-0225,2025-04-04 06:36:36,22.65,mada,bread,STF02
BKRY-20250404-0226,2025-04-04 06:49:09,21.13,credit,bread,STF03
BKRY-20250404-0227,2025-04-04 06:59:07,56.7,mada,beverages,STF03
BKRY-20250404-0228,2025-04-04 07:18:43,12.82,mada,pastries,STF03
BKRY-20250404-0229,2025-04-04 07:29:58,23.16,cash,pastries,STF03
BKRY-20250404-0230,2025-04-04 07:32:07,28.08,mada,pastries,STF01
BKRY-20250404-0231,2025-04-04 07:38:49,24.08,credit,pastries,STF01
BKRY-20250404-0232,2025-04-04 07:45:42,46.81,credit,bread,STF01
BKRY-20250404-0233,2025-04-04 07:54:45,16.22,mada,sweets,STF03
BKRY-20250404-0234,2025-04-04 08:01:00,53.45,credit,bread,STF01
BKRY-20250404-0235,2025-04-04 08:14:11,23.45,cash,pastries,STF03
BKRY-20250404-0236,2025-04-04 08:25:39,37.0,mada,bread,STF03
BKRY-20250404-0237,2025-04-04 08:33:08,28.59,mada,beverages,STF03
BKRY-20250404-0238,2025-04-04 09:00:04,20.06,credit,beverages,STF02
BKRY-20250404-0239,2025-04-04 09:14:26,18.48,credit,beverages,STF01
BKRY-20250404-0240,2025-04-04 09:15:36,28.66,mada,beverages,STF03
BKRY-20250404-0241,2025-04-04 09:20:55,39.67,credit,beverages,STF01
BKRY-20250404-0242,2025-04-04 09:22:21,16.64,mada,beverages,STF01
BKRY-20250404-0243,2025-04-04 09:26:57,29.67,cash,bread,STF03
BKRY-20250404-0244,2025-04-04 09:35:25,17.46,cash,pastries,STF01
BKRY-20250404-0245,2025-04-04 09:58:25,14.51,mada,beverages,STF02
BKRY-20250404-0246,2025-04-04 09:59:52,29.66,cash,bread,STF03
BKRY-20250404-0247,2025-04-04 10:12:19,27.14,mada,savory,STF01
BKRY-20250404-0248,2025-04-04 10:13:23,29.56,mada,pastries,STF02
BKRY-20250404-0249,2025-04-04 10:22:21,34.95,cash,savory,STF03
BKRY-20250404-0250,2025-04-04 10:24:56,44.71,mada,pastries,STF01
BKRY-20250404-0251,2025-04-04 10:40:33,38.29,credit,pastries,STF02
BKRY-20250404-0252,2025-04-04 10:41:33,26.22,cash,pastries,STF03
BKRY-20250404-0253,2025-04-04 10:51:14,17.99,credit,pastries,STF01
BKRY-20250404-0254,2025-04-04 11:02:28,23.18,cash,sweets,STF01
BKRY-20250404-0255,2025-04-04 11:38:54,21.29,mada,pastries,STF03
BKRY-20250404-0256,2025-04-04 11:53:14,27.84,cash,pastries,STF03
BKRY-20250404-0257,2025-04-04 11:56:02,29.04,cash,savory,STF02
BKRY-20250404-0258,2025-04-04 12:06:20,29.39,credit,bread,STF01
BKRY-20250404-0259,2025-04-04 12:19:56,29.51,mada,sweets,STF02
BKRY-20250404-0260,2025-04-04 12:45:36,22.89,credit,pastries,STF02
BKRY-20250404-0261,2025-04-04 12:57:24,28.24,mada,bread,STF01
BKRY-20250404-0262,2025-04-04 13:21:57,22.1,mada,bread,STF02
BKRY-20250404-0263,2025-04-04 13:23:20,30.44,credit,pastries,STF01
BKRY-20250404-0264,2025-04-04 13:27:11,23.59,cash,sweets,STF03
BKRY-20250404-0265,2025-04-04 14:05:31,37.53,credit,beverages,STF02
BKRY-20250404-0266,2025-04-04 15:11:55,12.54,mada,beverages,STF02
BKRY-20250404-0267,2025-04-04 15:46:29,24.56,cash,sweets,STF02
BKRY-20250404-0268,2025-04-04 16:13:11,48.14,cash,pastries,STF02
BKRY-20250404-0269,2025-04-04 16:24:20,12.79,mada,bread,STF03
BKRY-20250404-0270,2025-04-04 16:25:16,42.59,mada,beverages,STF01
BKRY-20250404-0271,2025-04-04 16:47:53,35.48,mada,sweets,STF02
BKRY-20250404-0272,2025-04-04 16:48:44,45.03,mada,bread,STF03
BKRY-20250404-0273,2025-04-04 16:53:52,21.78,cash,beverages,STF03
BKRY-20250404-0274,2025-04-04 16:54:23,25.33,mada,pastries,STF01
BKRY-20250404-0275,2025-04-04 17:15:40,40.82,cash,beverages,STF02
BKRY-20250404-0276,2025-04-04 17:24:07,26.26,cash,beverages,STF03
BKRY-20250404-0277,2025-04-04 17:55:31,24.03,cash,bread,STF02
BKRY-20250404-0278,2025-04-04 18:15:38,31.99,cash,beverages,STF02
BKRY-20250404-0279,2025-04-04 18:24:30,21.1,mada,bread,STF03
BKRY-20250404-0280,2025-04-04 18:24:50,35.2,cash,beverages,STF02
BKRY-20250404-0281,2025-04-04 18:28:16,27.8,mada,pastries,STF02
BKRY-20250404-0282,2025-04-04 18:33:41,30.92,cash,beverages,STF02
BKRY-20250404-0283,2025-04-04 18:50:13,29.54,cash,beverages,STF03
BKRY-20250404-0284,2025-04-04 19:42:28,22.96,cash,bread,STF03
BKRY-20250404-0285,2025-04-04 19:45:21,18.83,cash,beverages,STF01
BKRY-20250404-0286,2025-04-04 19:45:43,21.36,cash,bread,STF02
BKRY-20250404-0287,2025-04-04 20:08:19,33.78,cash,bread,STF02
BKRY-20250404-0288,2025-04-04 20:34:19,30.19,cash,bread,STF01
BKRY-20250404-0289,2025-04-04 20:44:42,25.89,mada,pastries,STF03
BKRY-20250405-0290,2025-04-05 05:11:38,16.19,mada,pastries,STF03
BKRY-20250405-0291,2025-04-05 05:30:02,25.68,mada,bread,STF02
BKRY-20250405-0292,2025-04-05 05:37:56,15.46,credit,beverages,STF01
BKRY-20250405-0293,2025-04-05 06:01:49,28.16,mada,bread,STF01
BKRY-20250405-0294,2025-04-05 06:27:02,24.69,cash,pastries,STF02
BKRY-20250405-0295,2025-04-05 06:43:09,57.59,credit,bread,STF01
BKRY-20250405-0296,2025-04-05 06:46:02,17.98,mada,beverages,STF02
BKRY-20250405-0297,2025-04-05 06:47:53,23.86,mada,pastries,STF01
BKRY-20250405-0298,2025-04-05 07:04:24,50.94,cash,pastries,STF03
BKRY-20250405-0299,2025-04-05 07:15:17,18.55,mada,savory,STF03
BKRY-20250405-0300,2025-04-05 07:53:32,48.47,credit,beverages,STF01
BKRY-20250405-0301,2025-04-05 07:54:58,22.3,mada,pastries,STF01
BKRY-20250405-0302,2025-04-05 07:57:31,32.28,mada,beverages,STF02
BKRY-20250405-0303,2025-04-05 08:05:32,26.39,mada,bread,STF03
BKRY-20250405-0304,2025-04-05 08:06:11,24.4,cash,savory,STF03
BKRY-20250405-0305,2025-04-05 08:13:08,70.82,mada,beverages,STF02
BKRY-20250405-0306,2025-04-05 08:14:51,21.25,mada,beverages,STF02
BKRY-20250405-0307,2025-04-05 08:14:57,31.11,cash,beverages,STF01
BKRY-20250405-0308,2025-04-05 08:33:44,39.71,mada,pastries,STF01
BKRY-20250405-0309,2025-04-05 08:35:39,27.46,mada,bread,STF01
BKRY-20250405-0310,2025-04-05 08:45:49,20.63,credit,savory,STF03
BKRY-20250405-0311,2025-04-05 08:52:43,10.36,mada,beverages,STF02
BKRY-20250405-0312,2025-04-05 08:55:36,30.24,cash,beverages,STF02
BKRY-20250405-0313,2025-04-05 09:05:15,17.21,cash,beverages,STF02
BKRY-20250405-0314,2025-04-05 09:25:26,42.48,mada,pastries,STF01
BKRY-20250405-0315,2025-04-05 09:26:13,24.4,cash,pastries,STF02
BKRY-20250405-0316,2025-04-05 09:28:51,25.6,cash,beverages,STF03
BKRY-20250405-0317,2025-04-05 09:31:16,18.54,cash,bread,STF01
BKRY-20250405-0318,2025-04-05 09:35:57,28.75,mada,savory,STF02
BKRY-20250405-0319,2025-04-05 09:37:55,31.99,credit,pastries,STF02
BKRY-20250405-0320,2025-04-05 09:39:54,35.44,mada,beverages,STF03
BKRY-20250405-0321,2025-04-05 09:46:10,36.83,mada,beverages,STF03
BKRY-20250405-0322,2025-04-05 09:55:17,30.13,mada,beverages,STF02
BKRY-20250405-0323,2025-04-05 10:02:50,16.55,cash,bread,STF01
BKRY-20250405-0324,2025-04-05 10:17:57,43.73,credit,sweets,STF02
BKRY-20250405-0325,2025-04-05 10:42:41,25.6,cash,sweets,STF03
BKRY-20250405-0326,2025-04-05 10:43:16,35.73,mada,beverages,STF02
BKRY-20250405-0327,2025-04-05 10:46:17,36.17,mada,pastries,STF01
BKRY-20250405-0328,2025-04-05 10:48:28,20.21,mada,beverages,STF02
BKRY-20250405-0329,2025-04-05 10:58:02,13.03,mada,pastries,STF01
BKRY-20250405-0330,2025-04-05 11:27:39,42.67,mada,pastries,STF01
BKRY-20250405-0331,2025-04-05 11:53:28,37.76,cash,pastries,STF02
BKRY-20250405-0332,2025-04-05 12:35:40,25.21,credit,beverages,STF01
BKRY-20250405-0333,2025-04-05 12:46:19,29.61,mada,pastries,STF01
BKRY-20250405-0334,2025-04-05 12:47:04,30.35,cash,savory,STF01
BKRY-20250405-0335,2025-04-05 12:48:44,33.28,mada,bread,STF03
BKRY-20250405-0336,2025-04-05 12:55:21,23.89,mada,bread,STF03
BKRY-20250405-0337,2025-04-05 13:14:14,27.33,cash,savory,STF03
BKRY-20250405-0338,2025-04-05 13:40:02,25.64,mada,bread,STF01
BKRY-20250405-0339,2025-04-05 13:51:23,34.78,mada,beverages,STF01
BKRY-20250405-0340,2025-04-05 13:58:49,40.13,mada,pastries,STF03
BKRY-20250405-0341,2025-04-05 14:00:04,28.96,mada,savory,STF01
BKRY-20250405-0342,2025-04-05 14:15:05,20.0,cash,pastries,STF01
BKRY-20250405-0343,2025-04-05 14:39:02,18.17,cash,pastries,STF02
BKRY-20250405-0344,2025-04-05 14:42:37,36.91,mada,bread,STF02
BKRY-20250405-0345,2025-04-05 14:59:43,20.91,cash,savory,STF02
BKRY-20250405-0346,2025-04-05 15:24:21,44.23,mada,sweets,STF02
BKRY-20250405-0347,2025-04-05 15:36:25,18.74,mada,savory,STF02
BKRY-20250405-0348,2025-04-05 15:48:26,19.0,credit,bread,STF02
BKRY-20250405-0349,2025-04-05 16:05:56,33.49,cash,pastries,STF01
BKRY-20250405-0350,2025-04-05 16:11:06,43.72,cash,pastries,STF02
BKRY-20250405-0351,2025-04-05 16:13:30,26.93,mada,beverages,STF01
