transaction_id,timestamp,amount_sar,payment_method,item_category,staff_id,counterparty_raw
CAFE-20250402-0053,2025-04-02 15:24:03,36.12,mada,combo_meals,STF04,شركة المخابز الطازجة
CAFE-20250402-0054,2025-04-02 15:48:33,30.92,mada,food_items,STF03,
CAFE-20250402-0055,2025-04-02 15:57:06,19.82,mada,coffee_drinks,STF03,SEC ELECTRICITY BILL 22981
CAFE-20250402-0056,2025-04-02 15:57:21,14.82,credit,coffee_drinks,STF01,
CAFE-20250402-0057,2025-04-02 16:17:27,66.57,cash,combo_meals,STF06,STC INVOICE 44710
CAFE-20250402-0058,2025-04-02 16:30:24,34.63,credit,food_items,STF02,شركة المخابز الطازجة
CAFE-20250402-0059,2025-04-02 16:34:46,14.54,mada,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250402-0060,2025-04-02 16:36:33,52.63,mada,combo_meals,STF05,شركة المخابز الطازجة
CAFE-20250402-0061,2025-04-02 16:47:13,34.33,mada,specialty_drinks,STF06,TAMIMI MARKETS RIYADH 03421
CAFE-20250402-0062,2025-04-02 16:50:38,73.03,mada,combo_meals,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250402-0063,2025-04-02 17:15:29,18.47,cash,coffee_drinks,STF03,ALMARAI DAIRY POS 8837
CAFE-20250402-0064,2025-04-02 17:23:50,46.37,mada,combo_meals,STF03,ALMARAI DAIRY POS 8837
CAFE-20250402-0065,2025-04-02 17:25:21,16.52,mada,coffee_drinks,STF03,AL OTHAIM PACKAGING 552
CAFE-20250402-0066,2025-04-02 17:43:17,15.95,credit,coffee_drinks,STF06,شركة المخابز الطازجة
CAFE-20250402-0067,2025-04-02 17:55:27,16.72,mada,coffee_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250402-0068,2025-04-02 17:55:29,26.76,mada,coffee_drinks,STF03,STC INVOICE 44710
CAFE-20250402-0069,2025-04-02 17:57:23,25.89,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250402-0070,2025-04-02 18:06:53,37.61,mada,specialty_drinks,STF06,STC INVOICE 44710
CAFE-20250402-0071,2025-04-02 18:15:11,41.17,mada,combo_meals,STF04,SEC ELECTRICITY BILL 22981
CAFE-20250402-0072,2025-04-02 18:40:43,44.09,cash,food_items,STF06,
CAFE-20250402-0073,2025-04-02 18:59:13,19.81,credit,coffee_drinks,STF01,TAMIMI MARKETS RIYADH 03421
CAFE-20250402-0074,2025-04-02 19:09:58,21.86,mada,coffee_drinks,STF06,مؤسسة النخيل للعقار
CAFE-20250402-0075,2025-04-02 19:43:21,37.74,mada,food_items,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250402-0076,2025-04-02 20:22:37,23.98,mada,coffee_drinks,STF04,مؤسسة النخيل للعقار
CAFE-20250402-0077,2025-04-02 22:22:40,18.12,mada,food_items,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250402-0078,2025-04-02 23:35:02,51.82,mada,combo_meals,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0001,2025-04-03 06:16:40,23.64,mada,specialty_drinks,STF02,شركة المخابز الطازجة
CAFE-20250403-0002,2025-04-03 06:42:11,20.69,mada,coffee_drinks,STF03,AL OTHAIM PACKAGING 552
CAFE-20250403-0003,2025-04-03 07:04:59,33.25,mada,food_items,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250403-0004,2025-04-03 07:07:06,21.77,mada,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0005,2025-04-03 07:08:57,26.07,mada,food_items,STF06,ALMARAI DAIRY POS 8837
CAFE-20250403-0006,2025-04-03 07:12:31,20.23,credit,coffee_drinks,STF04,شركة المخابز الطازجة
CAFE-20250403-0007,2025-04-03 07:13:22,40.86,mada,specialty_drinks,STF03,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0008,2025-04-03 07:16:02,22.02,cash,coffee_drinks,STF04,STC INVOICE 44710
CAFE-20250403-0009,2025-04-03 07:20:07,47.95,mada,food_items,STF05,شركة المخابز الطازجة
CAFE-20250403-0010,2025-04-03 07:23:43,60.9,cash,combo_meals,STF01,مؤسسة النخيل للعقار
CAFE-20250403-0011,2025-04-03 07:47:48,19.69,mada,food_items,STF04,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0012,2025-04-03 07:55:06,22.1,cash,coffee_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250403-0013,2025-04-03 08:06:11,16.84,cash,coffee_drinks,STF01,شركة المخابز الطازجة
CAFE-20250403-0014,2025-04-03 08:22:24,26.48,cash,food_items,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0015,2025-04-03 08:28:26,35.56,mada,food_items,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0016,2025-04-03 08:29:24,39.74,cash,combo_meals,STF01,شركة المخابز الطازجة
CAFE-20250403-0017,2025-04-03 08:29:32,13.22,mada,coffee_drinks,STF06,SADAD BILL PAYMENT 8827162
CAFE-20250403-0018,2025-04-03 08:34:41,14.65,mada,coffee_drinks,STF04,TAMIMI MARKETS RIYADH 03421
CAFE-20250403-0019,2025-04-03 08:40:22,74.24,cash,combo_meals,STF03,TAMIMI MARKETS RIYADH 03421
CAFE-20250403-0020,2025-04-03 08:43:03,37.28,cash,food_items,STF03,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250403-0021,2025-04-03 08:44:15,37.2,mada,specialty_drinks,STF04,
CAFE-20250403-0022,2025-04-03 08:44:37,61.29,mada,combo_meals,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0023,2025-04-03 08:52:44,26.11,mada,specialty_drinks,STF06,TAMIMI MARKETS RIYADH 03421
CAFE-20250403-0024,2025-04-03 08:59:07,22.35,credit,specialty_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0025,2025-04-03 09:00:40,43.91,mada,food_items,STF01,
CAFE-20250403-0026,2025-04-03 09:02:03,12.64,credit,coffee_drinks,STF06,شركة المخابز الطازجة
CAFE-20250403-0027,2025-04-03 09:04:25,37.44,cash,food_items,STF05,GAZT ZATCA VAT PAYMENT
CAFE-20250403-0028,2025-04-03 09:16:59,26.85,cash,food_items,STF06,ALMARAI DAIRY POS 8837
CAFE-20250403-0029,2025-04-03 09:33:20,32.84,mada,specialty_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250403-0030,2025-04-03 09:34:27,17.84,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0031,2025-04-03 09:39:14,12.55,cash,coffee_drinks,STF06,
CAFE-20250403-0032,2025-04-03 09:51:36,30.1,cash,food_items,STF05,
CAFE-20250403-0033,2025-04-03 09:54:39,17.07,cash,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0034,2025-04-03 09:59:01,56.93,mada,combo_meals,STF02,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0035,2025-04-03 10:12:14,19.29,cash,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250403-0036,2025-04-03 10:17:31,17.37,credit,coffee_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0037,2025-04-03 10:32:57,36.32,credit,specialty_drinks,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250403-0038,2025-04-03 10:33:09,17.14,mada,coffee_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250403-0039,2025-04-03 10:33:22,36.36,mada,specialty_drinks,STF06,TAMIMI MARKETS RIYADH 03421
CAFE-20250403-0040,2025-04-03 10:45:59,38.85,credit,food_items,STF05,مؤسسة النخيل للعقار
CAFE-20250403-0041,2025-04-03 10:54:56,45.25,cash,combo_meals,STF06,
CAFE-20250403-0042,2025-04-03 10:56:23,55.6,mada,combo_meals,STF04,ALMARAI DAIRY POS 8837
CAFE-20250403-0043,2025-04-03 11:12:52,59.13,credit,combo_meals,STF03,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0044,2025-04-03 11:38:59,36.48,mada,combo_meals,STF05,SEC ELECTRICITY BILL 22981
CAFE-20250403-0045,2025-04-03 12:00:42,12.67,mada,coffee_drinks,STF02,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0046,2025-04-03 12:00:59,35.46,cash,specialty_drinks,STF05,شركة المخابز الطازجة
CAFE-20250403-0047,2025-04-03 12:01:10,53.57,credit,food_items,STF05,ALMARAI DAIRY POS 8837
CAFE-20250403-0048,2025-04-03 12:22:30,38.12,credit,food_items,STF04,شركة المخابز الطازجة
CAFE-20250403-0049,2025-04-03 12:23:02,47.03,mada,food_items,STF05,شركة المخابز الطازجة
CAFE-20250403-0050,2025-04-03 12:29:20,48.1,mada,food_items,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250403-0051,2025-04-03 12:34:45,24.51,cash,coffee_drinks,STF04,ALMARAI DAIRY POS 8837
CAFE-20250403-0052,2025-04-03 12:35:52,18.77,cash,coffee_drinks,STF04,STC INVOICE 44710
CAFE-20250403-0053,2025-04-03 12:36:58,29.17,mada,food_items,STF02,ALMARAI DAIRY POS 8837
CAFE-20250403-0054,2025-04-03 12:39:58,63.36,mada,combo_meals,STF03,STC INVOICE 44710
CAFE-20250403-0055,2025-04-03 12:53:21,18.77,mada,coffee_drinks,STF02,
CAFE-20250403-0056,2025-04-03 12:56:32,17.75,credit,coffee_drinks,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250403-0057,2025-04-03 13:13:20,17.87,credit,coffee_drinks,STF02,STC INVOICE 44710
CAFE-20250403-0058,2025-04-03 13:25:53,28.9,mada,specialty_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0059,2025-04-03 13:27:06,28.0,mada,food_items,STF03,ALMARAI DAIRY POS 8837
CAFE-20250403-0060,2025-04-03 13:27:41,32.21,mada,specialty_drinks,STF01,شركة المخابز الطازجة
CAFE-20250403-0061,2025-04-03 13:28:03,47.24,mada,combo_meals,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250403-0062,2025-04-03 13:31:42,51.62,credit,combo_meals,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0063,2025-04-03 13:33:46,45.66,cash,combo_meals,STF02,ALMARAI DAIRY POS 8837
CAFE-20250403-0064,2025-04-03 13:38:32,60.6,mada,combo_meals,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250403-0065,2025-04-03 13:55:33,14.44,credit,coffee_drinks,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250403-0066,2025-04-03 13:56:41,27.2,credit,coffee_drinks,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250403-0067,2025-04-03 13:56:51,22.92,mada,coffee_drinks,STF04,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250403-0068,2025-04-03 13:58:57,23.8,cash,specialty_drinks,STF04,شركة المخابز الطازجة
CAFE-20250403-0069,2025-04-03 14:02:17,20.78,credit,coffee_drinks,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250403-0070,2025-04-03 14:06:47,14.93,mada,coffee_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250403-0071,2025-04-03 14:22:48,42.18,mada,food_items,STF05,STC INVOICE 44710
