transaction_id,timestamp,amount_sar,payment_method,item_category,staff_id
CAFE-20250601-0061,2025-06-01 14:04:36,57.34,mada,combo_meals,STF02
CAFE-20250601-0062,2025-06-01 14:16:32,18.95,mada,coffee_drinks,STF02
CAFE-20250601-0063,2025-06-01 14:21:54,20.08,mada,food_items,STF05
CAFE-20250601-0064,2025-06-01 14:23:40,64.77,cash,combo_meals,STF04
CAFE-20250601-0065,2025-06-01 14:27:01,30.62,mada,specialty_drinks,STF01
CAFE-20250601-0066,2025-06-01 14:29:10,27.41,mada,coffee_drinks,STF05
CAFE-20250601-0067,2025-06-01 14:33:05,26.26,mada,coffee_drinks,STF03
CAFE-20250601-0068,2025-06-01 14:39:19,27.82,cash,specialty_drinks,STF01
CAFE-20250601-0069,2025-06-01 14:39:38,41.29,cash,food_items,STF01
CAFE-20250601-0070,2025-06-01 14:40:02,39.62,credit,food_items,STF01
CAFE-20250601-0071,2025-06-01 14:43:25,44.05,mada,specialty_drinks,STF06
CAFE-20250601-0072,2025-06-01 14:48:07,40.94,mada,food_items,STF04
CAFE-20250601-0073,2025-06-01 14:51:12,32.37,mada,food_items,STF04
CAFE-20250601-0074,2025-06-01 14:54:08,27.59,credit,coffee_drinks,STF06
CAFE-20250601-0075,2025-06-01 14:58:35,16.48,mada,coffee_drinks,STF05
CAFE-20250601-0076,2025-06-01 15:01:52,41.5,credit,combo_meals,STF05
CAFE-20250601-0077,2025-06-01 15:02:48,31.58,mada,specialty_drinks,STF01
CAFE-20250601-0078,2025-06-01 15:32:23,52.51,credit,food_items,STF05
CAFE-20250601-0079,2025-06-01 15:47:11,18.58,cash,coffee_drinks,STF02
CAFE-20250601-0080,2025-06-01 15:51:10,25.46,mada,specialty_drinks,STF01
CAFE-20250601-0081,2025-06-01 16:01:00,41.37,cash,specialty_drinks,STF02
CAFE-20250601-0082,2025-06-01 16:06:51,14.14,mada,coffee_drinks,STF06
CAFE-20250601-0083,2025-06-01 16:17:45,56.37,cash,combo_meals,STF03
CAFE-20250601-0084,2025-06-01 16:27:24,46.45,credit,food_items,STF02
CAFE-20250601-0085,2025-06-01 16:28:02,15.86,mada,coffee_drinks,STF01
CAFE-20250601-0086,2025-06-01 16:35:32,35.94,mada,specialty_drinks,STF01
CAFE-20250601-0087,2025-06-01 16:50:21,36.88,mada,combo_meals,STF02
CAFE-20250601-0088,2025-06-01 16:58:16,35.62,cash,food_items,STF02
CAFE-20250601-0089,2025-06-01 17:12:31,34.69,mada,specialty_drinks,STF06
CAFE-20250601-0090,2025-06-01 17:18:47,58.6,mada,combo_meals,STF05
CAFE-20250601-0091,2025-06-01 17:19:31,44.05,mada,food_items,STF06
CAFE-20250601-0092,2025-06-01 17:24:28,54.28,mada,food_items,STF02
CAFE-20250601-0093,2025-06-01 17:31:05,19.0,credit,coffee_drinks,STF04
CAFE-20250601-0094,2025-06-01 17:38:01,34.68,credit,food_items,STF06
CAFE-20250601-0095,2025-06-01 17:47:11,49.91,credit,food_items,STF04
CAFE-20250601-0096,2025-06-01 17:47:15,49.16,cash,food_items,STF04
CAFE-20250601-0097,2025-06-01 18:05:15,54.26,mada,food_items,STF05
CAFE-20250601-0098,2025-06-01 18:31:58,21.27,mada,coffee_drinks,STF01
CAFE-20250601-0099,2025-06-01 18:38:32,39.64,mada,food_items,STF04
CAFE-20250601-0100,2025-06-01 18:40:34,17.53,credit,coffee_drinks,STF03
CAFE-20250601-0101,2025-06-01 18:55:07,54.01,mada,food_items,STF03
CAFE-20250601-0102,2025-06-01 19:02:18,14.7,mada,coffee_drinks,STF05
CAFE-20250601-0103,2025-06-01 19:17:39,20.78,mada,coffee_drinks,STF04
CAFE-20250601-0104,2025-06-01 19:58:48,17.83,mada,coffee_drinks,STF05
CAFE-20250601-0105,2025-06-01 20:23:14,13.48,mada,coffee_drinks,STF06
CAFE-20250601-0106,2025-06-01 20:24:34,25.98,credit,coffee_drinks,STF05
CAFE-20250601-0107,2025-06-01 20:48:57,25.89,mada,coffee_drinks,STF03
CAFE-20250601-0108,2025-06-01 21:26:56,15.35,mada,coffee_drinks,STF06
CAFE-20250602-0001,2025-06-02 07:14:23,35.0,cash,specialty_drinks,STF05
CAFE-20250602-0002,2025-06-02 07:24:32,41.1,mada,combo_meals,STF02
CAFE-20250602-0003,2025-06-02 07:35:28,13.24,mada,coffee_drinks,STF01
CAFE-20250602-0004,2025-06-02 07:41:24,32.37,mada,specialty_drinks,STF05
CAFE-20250602-0005,2025-06-02 07:42:11,14.98,cash,coffee_drinks,STF01
CAFE-20250602-0006,2025-06-02 07:59:28,33.93,mada,specialty_drinks,STF05
CAFE-20250602-0007,2025-06-02 08:02:06,23.91,mada,coffee_drinks,STF01
CAFE-20250602-0008,2025-06-02 08:05:05,17.34,mada,coffee_drinks,STF01
CAFE-20250602-0009,2025-06-02 08:05:07,43.23,mada,specialty_drinks,STF03
CAFE-20250602-0010,2025-06-02 08:11:44,53.09,mada,combo_meals,STF04
CAFE-20250602-0011,2025-06-02 08:13:52,27.71,mada,specialty_drinks,STF04
CAFE-20250602-0012,2025-06-02 08:14:46,51.85,mada,food_items,STF03
CAFE-20250602-0013,2025-06-02 08:29:34,18.48,cash,food_items,STF01
CAFE-20250602-0014,2025-06-02 08:30:46,25.42,mada,specialty_drinks,STF04
CAFE-20250602-0015,2025-06-02 08:32:03,24.83,mada,food_items,STF05
CAFE-20250602-0016,2025-06-02 08:37:32,18.83,cash,coffee_drinks,STF06
CAFE-20250602-0017,2025-06-02 08:39:17,15.05,mada,coffee_drinks,STF06
CAFE-20250602-0018,2025-06-02 08:41:51,58.5,mada,combo_meals,STF03
CAFE-20250602-0019,2025-06-02 08:42:26,37.4,mada,food_items,STF02
CAFE-20250602-0020,2025-06-02 08:51:29,46.32,mada,food_items,STF05
CAFE-20250602-0021,2025-06-02 09:04:28,24.05,mada,coffee_drinks,STF03
CAFE-20250602-0022,2025-06-02 09:10:09,33.12,mada,food_items,STF04
CAFE-20250602-0023,2025-06-02 09:11:34,69.68,mada,combo_meals,STF01
CAFE-20250602-0024,2025-06-02 09:22:14,15.7,cash,coffee_drinks,STF05
CAFE-20250602-0025,2025-06-02 09:28:32,30.55,mada,food_items,STF03
CAFE-20250602-0026,2025-06-02 09:34:00,44.53,mada,combo_meals,STF06
CAFE-20250602-0027,2025-06-02 09:35:25,47.85,credit,food_items,STF04
CAFE-20250602-0028,2025-06-02 09:37:12,43.2,mada,combo_meals,STF02
CAFE-20250602-0029,2025-06-02 09:37:54,13.37,mada,coffee_drinks,STF03
CAFE-20250602-0030,2025-06-02 09:38:50,26.02,mada,coffee_drinks,STF02
CAFE-20250602-0031,2025-06-02 09:40:36,40.8,mada,specialty_drinks,STF02
CAFE-20250602-0032,2025-06-02 09:50:07,49.52,mada,combo_meals,STF04
CAFE-20250602-0033,2025-06-02 10:01:26,33.15,mada,food_items,STF02
CAFE-20250602-0034,2025-06-02 10:07:10,27.05,credit,specialty_drinks,STF04
CAFE-20250602-0035,2025-06-02 10:13:59,25.9,mada,coffee_drinks,STF06
CAFE-20250602-0036,2025-06-02 10:25:12,24.74,mada,food_items,STF01
CAFE-20250602-0037,2025-06-02 10:59:42,20.67,mada,coffee_drinks,STF01
CAFE-20250602-0038,2025-06-02 11:00:36,25.36,credit,coffee_drinks,STF02
CAFE-20250602-0039,2025-06-02 11:01:13,37.9,cash,specialty_drinks,STF06
CAFE-20250602-0040,2025-06-02 11:32:24,24.71,mada,specialty_drinks,STF06
CAFE-20250602-0041,2025-06-02 11:39:21,18.48,mada,coffee_drinks,STF04
CAFE-20250602-0042,2025-06-02 12:08:16,12.18,mada,coffee_drinks,STF01
CAFE-20250602-0043,2025-06-02 12:21:01,23.71,mada,coffee_drinks,STF05
CAFE-20250602-0044,2025-06-02 12:30:50,42.01,credit,combo_meals,STF02
CAFE-20250602-0045,2025-06-02 12:31:50,46.52,mada,food_items,STF02
CAFE-20250602-0046,2025-06-02 12:32:36,23.81,mada,coffee_drinks,STF04
CAFE-20250602-0047,2025-06-02 12:55:10,37.73,cash,combo_meals,STF03
CAFE-20250602-0048,2025-06-02 13:04:59,23.5,mada,coffee_drinks,STF03
CAFE-20250602-0049,2025-06-02 13:08:33,31.12,credit,specialty_drinks,STF06
CAFE-20250602-0050,2025-06-02 13:17:39,43.6,mada,combo_meals,STF04
CAFE-20250602-0051,2025-06-02 13:22:46,25.46,cash,coffee_drinks,STF03
CAFE-20250602-0052,2025-06-02 13:24:44,30.37,cash,food_items,STF05
CAFE-20250602-0053,2025-06-02 13:25:45,17.62,mada,coffee_drinks,STF05
CAFE-20250602-0054,2025-06-02 13:37:56,52.39,mada,combo_meals,STF03
CAFE-20250602-0055,2025-06-02 13:43:49,12.04,credit,coffee_drinks,STF06
CAFE-20250602-0056,2025-06-02 13:50:35,31.36,mada,food_items,STF03
CAFE-20250602-0057,2025-06-02 13:55:14,40.17,cash,specialty_drinks,STF01
CAFE-20250602-0058,2025-06-02 14:01:19,20.67,credit,coffee_drinks,STF05
CAFE-20250602-0059,2025-06-02 14:04:18,63.96,mada,combo_meals,STF01
CAFE-20250602-0060,2025-06-02 14:04:19,36.87,cash,specialty_drinks,STF01
CAFE-20250602-0061,2025-06-02 14:07:38,22.91,cash,specialty_drinks,STF01
CAFE-20250602-0062,2025-06-02 14:16:32,21.09,credit,coffee_drinks,STF06
CAFE-20250602-0063,2025-06-02 14:28:07,23.7,mada,coffee_drinks,STF02
CAFE-20250602-0064,2025-06-02 14:39:37,47.43,cash,food_items,STF04
CAFE-20250602-0065,2025-06-02 14:39:50,47.76,cash,combo_meals,STF01
CAFE-20250602-0066,2025-06-02 14:46:54,49.59,mada,combo_meals,STF05
CAFE-20250602-0067,2025-06-02 15:35:44,23.14,mada,coffee_drinks,STF04
CAFE-20250602-0068,2025-06-02 15:58:13,47.75,mada,food_items,STF06
CAFE-20250602-0069,2025-06-02 16:08:10,22.01,credit,coffee_drinks,STF02
CAFE-20250602-0070,2025-06-02 16:34:29,31.6,mada,specialty_drinks,STF02
CAFE-20250602-0071,2025-06-02 16:39:13,26.0,mada,coffee_drinks,STF03
CAFE-20250602-0072,2025-06-02 16:46:03,12.15,mada,coffee_drinks,STF01
CAFE-20250602-0073,2025-06-02 17:25:03,35.76,mada,food_items,STF04
CAFE-20250602-0074,2025-06-02 17:32:53,39.67,mada,specialty_drinks,STF04
CAFE-20250602-0075,2025-06-02 17:58:09,44.55,mada,combo_meals,STF06
CAFE-20250602-0076,2025-06-02 18:20:36,25.65,cash,coffee_drinks,STF05
CAFE-20250602-0077,2025-06-02 18:23:51,12.29,credit,coffee_drinks,STF01
CAFE-20250602-0078,2025-06-02 18:30:48,18.27,mada,coffee_drinks,STF03
CAFE-20250602-0079,2025-06-02 18:38:26,40.09,mada,specialty_drinks,STF06
CAFE-20250602-0080,2025-06-02 19:09:04,42.34,mada,specialty_drinks,STF06
CAFE-20250602-0081,2025-06-02 20:26:54,24.18,credit,food_items,STF03
CAFE-20250602-0082,2025-06-02 21:46:39,49.0,mada,food_items,STF03
CAFE-20250602-0083,2025-06-02 21:52:39,26.53,mada,food_items,STF02
CAFE-20250603-0001,2025-06-03 05:09:39,29.75,mada,specialty_drinks,STF05
CAFE-20250603-0002,2025-06-03 07:06:10,54.93,mada,combo_meals,STF02
CAFE-20250603-0003,2025-06-03 07:07:10,48.29,mada,combo_meals,STF03
CAFE-20250603-0004,2025-06-03 07:08:38,42.98,cash,combo_meals,STF05
CAFE-20250603-0005,2025-06-03 07:10:17,25.53,cash,food_items,STF01
CAFE-20250603-0006,2025-06-03 07:11:07,38.72,cash,specialty_drinks,STF04
CAFE-20250603-0007,2025-06-03 07:16:34,45.21,cash,food_items,STF04
CAFE-20250603-0008,2025-06-03 07:18:56,25.87,mada,coffee_drinks,STF04
CAFE-20250603-0009,2025-06-03 07:26:07,18.33,mada,coffee_drinks,STF02
CAFE-20250603-0010,2025-06-03 07:49:51,61.2,credit,combo_meals,STF02
CAFE-20250603-0011,2025-06-03 07:52:23,26.85,mada,specialty_drinks,STF05
CAFE-20250603-0012,2025-06-03 07:53:11,40.26,cash,combo_meals,STF06
CAFE-20250603-0013,2025-06-03 08:01:37,15.8,credit,coffee_drinks,STF05
CAFE-20250603-0014,2025-06-03 08:10:02,33.32,mada,specialty_drinks,STF04
CAFE-20250603-0015,2025-06-03 08:23:40,39.94,mada,food_items,STF04
CAFE-20250603-0016,2025-06-03 08:25:33,24.05,mada,food_items,STF01
CAFE-20250603-0017,2025-06-03 08:26:02,25.73,mada,coffee_drinks,STF01
CAFE-20250603-0018,2025-06-03 08:31:14,40.23,credit,combo_meals,STF03
CAFE-20250603-0019,2025-06-03 08:40:59,32.17,mada,specialty_drinks,STF05
CAFE-20250603-0020,2025-06-03 08:44:24,25.26,mada,coffee_drinks,STF04
CAFE-20250603-0021,2025-06-03 08:51:31,53.1,mada,food_items,STF06
CAFE-20250603-0022,2025-06-03 08:57:59,12.59,cash,coffee_drinks,STF05
CAFE-20250603-0023,2025-06-03 09:06:02,46.93,cash,food_items,STF04
CAFE-20250603-0024,2025-06-03 09:12:29,34.84,mada,specialty_drinks,STF04
CAFE-20250603-0025,2025-06-03 09:28:20,12.91,mada,coffee_drinks,STF04
CAFE-20250603-0026,2025-06-03 09:28:52,22.24,mada,coffee_drinks,STF05
CAFE-20250603-0027,2025-06-03 09:31:49,29.27,mada,specialty_drinks,STF06
CAFE-20250603-0028,2025-06-03 09:47:56,50.9,mada,combo_meals,STF03
CAFE-20250603-0029,2025-06-03 09:55:27,27.23,mada,coffee_drinks,STF01
CAFE-20250603-0030,2025-06-03 09:58:00,27.41,mada,food_items,STF04
CAFE-20250603-0031,2025-06-03 10:16:11,22.65,mada,food_items,STF04
CAFE-20250603-0032,2025-06-03 10:22:11,43.07,cash,combo_meals,STF02
CAFE-20250603-0033,2025-06-03 10:30:31,23.69,mada,coffee_drinks,STF06
CAFE-20250603-0034,2025-06-03 11:16:43,26.07,cash,specialty_drinks,STF02
CAFE-20250603-0035,2025-06-03 11:24:16,12.28,mada,coffee_drinks,STF02
CAFE-20250603-0036,2025-06-03 11:27:19,35.12,mada,specialty_drinks,STF01
CAFE-20250603-0037,2025-06-03 11:28:03,62.06,mada,combo_meals,STF06
CAFE-20250603-0038,2025-06-03 11:33:41,22.42,mada,coffee_drinks,STF04
CAFE-20250603-0039,2025-06-03 12:01:46,21.68,mada,coffee_drinks,STF01
CAFE-20250603-0040,2025-06-03 12:59:45,50.22,cash,food_items,STF05
CAFE-20250603-0041,2025-06-03 13:02:19,13.75,cash,coffee_drinks,STF06
CAFE-20250603-0042,2025-06-03 13:12:24,22.68,cash,coffee_drinks,STF02
CAFE-20250603-0043,2025-06-03 13:19:32,29.3,credit,specialty_drinks,STF01
CAFE-20250603-0044,2025-06-03 13:26:45,20.71,mada,coffee_drinks,STF01
CAFE-20250603-0045,2025-06-03 13:43:15,18.34,cash,coffee_drinks,STF04
CAFE-20250603-0046,2025-06-03 13:45:14,40.07,mada,food_items,STF03
CAFE-20250603-0047,2025-06-03 13:45:57,13.17,mada,coffee_drinks,STF06
CAFE-20250603-0048,2025-06-03 13:46:15,46.1,mada,food_items,STF05
CAFE-20250603-0049,2025-06-03 13:51:25,33.94,mada,specialty_drinks,STF05
CAFE-20250603-0050,2025-06-03 14:07:49,39.36,mada,combo_meals,STF05
CAFE-20250603-0051,2025-06-03 14:08:37,19.63,mada,coffee_drinks,STF06
CAFE-20250603-0052,2025-06-03 14:19:05,63.62,mada,combo_meals,STF05
CAFE-20250603-0053,2025-06-03 14:24:29,12.12,mada,coffee_drinks,STF04
CAFE-20250603-0054,2025-06-03 14:30:37,37.06,mada,specialty_drinks,STF04
CAFE-20250603-0055,2025-06-03 14:32:12,30.09,mada,specialty_drinks,STF05
CAFE-20250603-0056,2025-06-03 14:32:40,37.35,cash,food_items,STF05
CAFE-20250603-0057,2025-06-03 14:36:58,56.57,mada,combo_meals,STF04
CAFE-20250603-0058,2025-06-03 14:46:58,51.0,credit,combo_meals,STF02
CAFE-20250603-0059,2025-06-03 14:54:43,14.9,cash,coffee_drinks,STF02
CAFE-20250603-0060,2025-06-03 14:59:32,42.38,mada,combo_meals,STF01
CAFE-20250603-0061,2025-06-03 15:08:05,27.49,credit,food_items,STF04
CAFE-20250603-0062,2025-06-03 15:17:14,25.05,mada,coffee_drinks,STF05
CAFE-20250603-0063,2025-06-03 15:19:35,53.2,mada,food_items,STF06
CAFE-20250603-0064,2025-06-03 15:21:10,39.96,cash,food_items,STF02
CAFE-20250603-0065,2025-06-03 15:28:43,17.77,credit,coffee_drinks,STF01
CAFE-20250603-0066,2025-06-03 15:29:17,24.49,mada,coffee_drinks,STF03
CAFE-20250603-0067,2025-06-03 15:45:46,37.44,cash,specialty_drinks,STF03
CAFE-20250603-0068,2025-06-03 15:52:01,34.72,mada,food_items,STF01
CAFE-20250603-0069,2025-06-03 15:57:18,69.51,mada,combo_meals,STF01
CAFE-20250603-0070,2025-06-03 16:07:14,17.0,mada,coffee_drinks,STF03
CAFE-20250603-0071,2025-06-03 16:13:19,18.25,mada,coffee_drinks,STF06
CAFE-20250603-0072,2025-06-03 16:16:07,16.39,mada,coffee_drinks,STF02
CAFE-20250603-0073,2025-06-03 16:21:38,33.84,cash,food_items,STF01
CAFE-20250603-0074,2025-06-03 16:25:02,17.46,cash,coffee_drinks,STF04
CAFE-20250603-0075,2025-06-03 16:31:10,58.14,mada,combo_meals,STF06
CAFE-20250603-0076,2025-06-03 16:38:25,22.32,mada,coffee_drinks,STF01
CAFE-20250603-0077,2025-06-03 16:40:49,15.63,mada,coffee_drinks,STF04
CAFE-20250603-0078,2025-06-03 16:41:13,48.78,cash,food_items,STF04
CAFE-20250603-0079,2025-06-03 16:44:50,20.64,credit,coffee_drinks,STF02
CAFE-20250603-0080,2025-06-03 16:45:33,44.23,mada,combo_meals,STF06
CAFE-20250603-0081,2025-06-03 16:56:45,74.77,cash,combo_meals,STF01
CAFE-20250603-0082,2025-06-03 17:04:02,32.27,mada,specialty_drinks,STF06
CAFE-20250603-0083,2025-06-03 17:10:12,53.43,mada,food_items,STF01
CAFE-20250603-0084,2025-06-03 17:13:06,18.55,mada,coffee_drinks,STF04
CAFE-20250603-0085,2025-06-03 17:15:53,22.64,cash,coffee_drinks,STF06
CAFE-20250603-0086,2025-06-03 17:16:43,18.39,mada,coffee_drinks,STF05
CAFE-20250603-0087,2025-06-03 17:19:15,65.74,mada,combo_meals,STF06
CAFE-20250603-0088,2025-06-03 17:20:17,41.07,mada,food_items,STF01
CAFE-20250603-0089,2025-06-03 17:21:27,36.75,mada,food_items,STF05
CAFE-20250603-0090,2025-06-03 17:21:50,16.85,mada,coffee_drinks,STF02
CAFE-20250603-0091,2025-06-03 17:23:07,17.54,mada,coffee_drinks,STF01
CAFE-20250603-0092,2025-06-03 17:23:11,18.35,mada,coffee_drinks,STF04
CAFE-20250603-0093,2025-06-03 17:37:40,25.72,cash,specialty_drinks,STF06
CAFE-20250603-0094,2025-06-03 17:48:24,32.47,mada,food_items,STF01
CAFE-20250603-0095,2025-06-03 17:53:52,25.08,mada,coffee_drinks,STF02
CAFE-20250603-0096,2025-06-03 17:59:57,40.54,cash,specialty_drinks,STF04
CAFE-20250603-0097,2025-06-03 18:32:59,47.9,mada,combo_meals,STF03
CAFE-20250603-0098,2025-06-03 18:37:14,48.84,credit,combo_meals,STF02
CAFE-20250603-0099,2025-06-03 18:38:14,40.3,credit,combo_meals,STF04
CAFE-20250603-0100,2025-06-03 18:48:39,23.15,credit,food_items,STF06
CAFE-20250603-0101,2025-06-03 18:54:28,20.04,mada,coffee_drinks,STF01
CAFE-20250603-0102,2025-06-03 18:58:05,39.87,mada,combo_meals,STF04
CAFE-20250603-0103,2025-06-03 18:59:21,27.41,mada,coffee_drinks,STF04
CAFE-20250603-0104,2025-06-03 19:12:40,20.1,mada,coffee_drinks,STF04
CAFE-20250603-0105,2025-06-03 19:33:34,22.01,mada,specialty_drinks,STF02
CAFE-20250603-0106,2025-06-03 19:49:14,41.08,mada,combo_meals,STF03
CAFE-20250603-0107,2025-06-03 19:57:21,15.39,mada,coffee_drinks,STF02
CAFE-20250603-0108,2025-06-03 20:01:32,23.12,credit,coffee_drinks,STF03
CAFE-20250603-0109,2025-06-03 20:03:05,13.19,cash,coffee_drinks,STF06
CAFE-20250603-0110,2025-06-03 22:28:10,23.07,mada,coffee_drinks,STF04
CAFE-20250604-0001,2025-06-04 06:07:39,21.92,mada,food_items,STF06
CAFE-20250604-0002,2025-06-04 06:09:20,36.63,cash,specialty_drinks,STF02
CAFE-20250604-0003,2025-06-04 06:32:55,48.03,cash,food_items,STF03
CAFE-20250604-0004,2025-06-04 07:12:21,24.28,mada,specialty_drinks,STF02
CAFE-20250604-0005,2025-06-04 07:16:39,47.44,cash,combo_meals,STF06
CAFE-20250604-0006,2025-06-04 07:20:12,24.96,mada,food_items,STF05
CAFE-20250604-0007,2025-06-04 07:21:27,37.39,cash,food_items,STF02
CAFE-20250604-0008,2025-06-04 07:30:14,23.93,mada,coffee_drinks,STF02
CAFE-20250604-0009,2025-06-04 07:42:36,62.14,cash,combo_meals,STF06
CAFE-20250604-0010,2025-06-04 07:49:02,44.92,mada,specialty_drinks,STF05
CAFE-20250604-0011,2025-06-04 07:50:22,46.87,mada,food_items,STF02
CAFE-20250604-0012,2025-06-04 08:08:24,18.6,cash,coffee_drinks,STF05
CAFE-20250604-0013,2025-06-04 08:15:31,14.67,mada,coffee_drinks,STF05
CAFE-20250604-0014,2025-06-04 08:17:01,21.41,mada,coffee_drinks,STF06
CAFE-20250604-0015,2025-06-04 08:27:50,39.17,mada,combo_meals,STF04
CAFE-20250604-0016,2025-06-04 08:29:53,40.33,cash,food_items,STF02
CAFE-20250604-0017,2025-06-04 08:40:40,18.85,mada,food_items,STF06
CAFE-20250604-0018,2025-06-04 09:11:40,23.13,cash,coffee_drinks,STF02
CAFE-20250604-0019,2025-06-04 09:35:11,66.54,mada,combo_meals,STF05
CAFE-20250604-0020,2025-06-04 09:48:35,17.25,mada,coffee_drinks,STF02
CAFE-20250604-0021,2025-06-04 09:54:49,13.0,cash,coffee_drinks,STF03
CAFE-20250604-0022,2025-06-04 10:39:58,46.98,mada,combo_meals,STF06
CAFE-20250604-0023,2025-06-04 10:45:35,47.07,mada,food_items,STF06
CAFE-20250604-0024,2025-06-04 10:57:31,39.19,cash,specialty_drinks,STF02
CAFE-20250604-0025,2025-06-04 11:31:07,24.83,mada,food_items,STF02
